Name,Email,LastPaymentValue
User_272,user272@example.com,2585.84
User_273,user273@example.com,740.56
User_274,user274@example.com,841.97
User_275,user275@example.com,816.0
User_276,user276@example.com,2638.29
User_277,user277@example.com,2625.19
User_278,user278@example.com,2668.43
User_279,user279@example.com,1008.09
User_280,user280@example.com,2005.89
User_281,user281@example.com,4757.04
User_282,user282@example.com,1798.18
User_283,user283@example.com,3647.73
User_284,user284@example.com,4231.41
User_285,user285@example.com,2317.52
User_286,user286@example.com,1381.35
User_287,user287@example.com,154.94
User_288,user288@example.com,2615.32
User_289,user289@example.com,606.08
User_290,user290@example.com,4944.24
User_291,user291@example.com,3694.28
User_292,user292@example.com,554.53
User_293,user293@example.com,673.16
User_294,user294@example.com,4532.77
User_295,user295@example.com,929.28
User_296,user296@example.com,885.14
User_297,user297@example.com,4194.29
User_298,user298@example.com,1501.01
User_299,user299@example.com,1921.59
User_300,user300@example.com,650.41
User_301,user301@example.com,4376.62
User_302,user302@example.com,1209.33
User_303,user303@example.com,3799.09
User_304,user304@example.com,3260.62
User_305,user305@example.com,2661.99
User_306,user306@example.com,3436.89
User_307,user307@example.com,3563.21
User_308,user308@example.com,4554.39
User_309,user309@example.com,3791.64
User_310,user310@example.com,254.05
User_311,user311@example.com,2746.53
User_312,user312@example.com,4303.58
User_313,user313@example.com,1962.37
User_314,user314@example.com,3287.46
User_315,user315@example.com,4377.57
User_316,user316@example.com,4876.48
User_317,user317@example.com,687.07
User_318,user318@example.com,2734.01
User_319,user319@example.com,3523.27
User_320,user320@example.com,4802.6
User_321,user321@example.com,501.78
User_322,user322@example.com,2418.57
User_323,user323@example.com,3774.6
User_324,user324@example.com,1374.47
User_325,user325@example.com,3655.62
User_326,user326@example.com,1170.29
User_327,user327@example.com,4532.79
User_328,user328@example.com,1645.16
User_329,user329@example.com,3735.35
User_330,user330@example.com,3610.58
User_331,user331@example.com,3370.9
User_332,user332@example.com,2626.96
User_333,user333@example.com,3465.71
User_334,user334@example.com,3404.26
User_335,user335@example.com,639.17
User_336,user336@example.com,2057.89
User_337,user337@example.com,1005.33
User_338,user338@example.com,1892.38
User_339,user339@example.com,3596.86
User_340,user340@example.com,2470.33
User_341,user341@example.com,2003.37
User_342,user342@example.com,4001.27
User_343,user343@example.com,2768.22
User_344,user344@example.com,1073.06
User_345,user345@example.com,3410.2
User_346,user346@example.com,3109.76
User_347,user347@example.com,3001.48
User_348,user348@example.com,1677.23
User_349,user349@example.com,1929.5
User_350,user350@example.com,787.49
User_351,user351@example.com,167.5
User_352,user352@example.com,1565.79
User_353,user353@example.com,1744.54
User_354,user354@example.com,1979.03
User_355,user355@example.com,4342.11
User_356,user356@example.com,2374.75
User_357,user357@example.com,1763.7
User_358,user358@example.com,504.91
User_359,user359@example.com,3237.56
User_360,user360@example.com,3242.32
User_361,user361@example.com,4031.02
User_362,user362@example.com,1878.85
User_363,user363@example.com,1384.14
User_364,user364@example.com,2284.29
User_365,user365@example.com,3636.88
User_366,user366@example.com,307.94
User_367,user367@example.com,4382.22
User_368,user368@example.com,3268.02
User_369,user369@example.com,4941.96
User_370,user370@example.com,3199.63
User_371,user371@example.com,1521.72
User_372,user372@example.com,2217.1
User_373,user373@example.com,3204.31
User_374,user374@example.com,837.38
User_375,user375@example.com,2401.65
User_376,user376@example.com,2610.59
User_377,user377@example.com,2808.38
User_378,user378@example.com,4657.22
User_379,user379@example.com,1768.15
User_380,user380@example.com,515.71
User_381,user381@example.com,4810.51
User_382,user382@example.com,3840.73
User_383,user383@example.com,2353.49
User_384,user384@example.com,743.1
User_385,user385@example.com,1034.02
User_386,user386@example.com,4801.38
User_387,user387@example.com,3877.07
User_388,user388@example.com,2503.29
User_389,user389@example.com,4344.52
User_390,user390@example.com,74.52
User_391,user391@example.com,2429.79
User_392,user392@example.com,2882.2
User_393,user393@example.com,1706.28
User_394,user394@example.com,3227.51
User_395,user395@example.com,1044.62
User_396,user396@example.com,4441.93
User_397,user397@example.com,3399.36
User_398,user398@example.com,4373.74
User_399,user399@example.com,3610.11
User_400,user400@example.com,4128.42
User_401,user401@example.com,1302.33
User_402,user402@example.com,911.32
User_403,user403@example.com,2997.93
User_404,user404@example.com,4336.47
User_405,user405@example.com,4662.6
User_406,user406@example.com,2554.35
User_407,user407@example.com,18.42
User_408,user408@example.com,4903.27
User_409,user409@example.com,4852.67
User_410,user410@example.com,4227.03
User_411,user411@example.com,1256.18
User_412,user412@example.com,932.9
User_413,user413@example.com,4943.33
User_414,user414@example.com,3751.13
User_415,user415@example.com,1699.04
User_416,user416@example.com,1921.13
User_417,user417@example.com,2082.96
User_418,user418@example.com,3630.74
User_419,user419@example.com,1612.41
User_420,user420@example.com,2742.8
User_421,user421@example.com,2832.83
User_422,user422@example.com,2010.3
User_423,user423@example.com,600.44
User_424,user424@example.com,2149.15
User_425,user425@example.com,2572.48
User_426,user426@example.com,3328.1
User_427,user427@example.com,2436.0
User_428,user428@example.com,4800.14
User_429,user429@example.com,2311.18
User_430,user430@example.com,2167.69
User_431,user431@example.com,3565.29
User_432,user432@example.com,1831.87
User_433,user433@example.com,1812.16
User_434,user434@example.com,2670.69
User_435,user435@example.com,2909.23
User_436,user436@example.com,4439.84
User_437,user437@example.com,4809.92
User_438,user438@example.com,1321.49
User_439,user439@example.com,2292.69
User_440,user440@example.com,2738.29
User_441,user441@example.com,3494.42
User_442,user442@example.com,2485.15
User_443,user443@example.com,3978.98
User_444,user444@example.com,3335.96
User_445,user445@example.com,702.1
User_446,user446@example.com,3181.49
User_447,user447@example.com,2697.93
User_448,user448@example.com,275.31
User_449,user449@example.com,3100.67
User_450,user450@example.com,1584.76
User_451,user451@example.com,673.5
User_452,user452@example.com,2051.62
User_453,user453@example.com,4832.19
User_454,user454@example.com,4368.48
User_455,user455@example.com,4346.72
User_456,user456@example.com,3680.73
User_457,user457@example.com,4823.05
User_458,user458@example.com,1988.93
User_459,user459@example.com,152.06
User_460,user460@example.com,2113.23
User_461,user461@example.com,3430.89
User_462,user462@example.com,2191.19
User_463,user463@example.com,1018.09
User_464,user464@example.com,4536.72
User_465,user465@example.com,1504.38
User_466,user466@example.com,1045.59
User_467,user467@example.com,755.7
User_468,user468@example.com,552.27
User_469,user469@example.com,4448.47
User_470,user470@example.com,2863.4
User_471,user471@example.com,3321.59
User_472,user472@example.com,3949.52
User_473,user473@example.com,1961.16
User_474,user474@example.com,4481.63
User_475,user475@example.com,2014.54
User_476,user476@example.com,2275.11
User_477,user477@example.com,2854.78
User_478,user478@example.com,1373.25
User_479,user479@example.com,4412.44
User_480,user480@example.com,2718.51
User_481,user481@example.com,4946.65
User_482,user482@example.com,825.09
User_483,user483@example.com,3501.03
User_484,user484@example.com,4358.5
User_485,user485@example.com,4838.58
User_486,user486@example.com,555.58
User_487,user487@example.com,3131.87
User_488,user488@example.com,1173.01
User_489,user489@example.com,338.01
User_490,user490@example.com,771.18
User_491,user491@example.com,3630.11
User_492,user492@example.com,1731.45
User_493,user493@example.com,674.78
User_494,user494@example.com,4936.5
User_495,user495@example.com,3262.48
User_496,user496@example.com,679.91
User_497,user497@example.com,1376.17
User_498,user498@example.com,1189.17
User_499,user499@example.com,1880.11
User_500,user500@example.com,1060.47
User_501,user501@example.com,3829.42
User_502,user502@example.com,2285.15
User_503,user503@example.com,4286.66
User_504,user504@example.com,1964.86
User_505,user505@example.com,2307.3
User_506,user506@example.com,681.98
User_507,user507@example.com,666.06
User_508,user508@example.com,1339.27
User_509,user509@example.com,2314.97
User_510,user510@example.com,4117.77
User_511,user511@example.com,2151.26
User_512,user512@example.com,3940.9
User_513,user513@example.com,1404.74
User_514,user514@example.com,1435.21
User_515,user515@example.com,4757.06
User_516,user516@example.com,1180.76
User_517,user517@example.com,2868.31
User_518,user518@example.com,835.35
User_519,user519@example.com,4595.77
User_520,user520@example.com,3456.71
User_521,user521@example.com,4785.83
User_522,user522@example.com,477.73
User_523,user523@example.com,791.59
User_524,user524@example.com,3464.41
User_525,user525@example.com,3576.6
User_526,user526@example.com,3319.81
User_527,user527@example.com,3641.74
User_528,user528@example.com,1596.76
User_529,user529@example.com,4744.39
User_530,user530@example.com,2907.78
User_531,user531@example.com,4950.68
User_532,user532@example.com,3676.89
User_533,user533@example.com,589.51
User_534,user534@example.com,1050.72
User_535,user535@example.com,1417.51
User_536,user536@example.com,4837.14
User_537,user537@example.com,4271.18
User_538,user538@example.com,4007.63
User_539,user539@example.com,3258.64
User_540,user540@example.com,3255.49
User_541,user541@example.com,4437.42
User_542,user542@example.com,3827.25
User_543,user543@example.com,2075.03
User_544,user544@example.com,212.08
User_545,user545@example.com,3781.4
User_546,user546@example.com,3067.7
User_547,user547@example.com,2713.33
User_548,user548@example.com,4034.3
User_549,user549@example.com,4439.23
User_550,user550@example.com,2241.09
User_551,user551@example.com,1245.8
User_552,user552@example.com,4518.21
User_553,user553@example.com,2888.82
User_554,user554@example.com,3480.23
User_555,user555@example.com,1091.89
User_556,user556@example.com,4104.58
User_557,user557@example.com,1981.89
User_558,user558@example.com,1927.96
User_559,user559@example.com,3652.86
User_560,user560@example.com,3305.36
User_561,user561@example.com,2753.07
User_562,user562@example.com,1557.64
User_563,user563@example.com,1299.14
User_564,user564@example.com,894.39
User_565,user565@example.com,1374.25
User_566,user566@example.com,1259.98
User_567,user567@example.com,4367.64
User_568,user568@example.com,1999.87
User_569,user569@example.com,1322.07
User_570,user570@example.com,22.54
User_571,user571@example.com,3899.04
User_572,user572@example.com,3580.23
User_573,user573@example.com,3062.91
User_574,user574@example.com,641.14
User_575,user575@example.com,2166.01
User_576,user576@example.com,2659.43
User_577,user577@example.com,837.29
User_578,user578@example.com,3144.87
User_579,user579@example.com,4369.98
User_580,user580@example.com,28.51
User_581,user581@example.com,4817.41
User_582,user582@example.com,1849.45
User_583,user583@example.com,3932.7
User_584,user584@example.com,2883.73
User_585,user585@example.com,1242.78
User_586,user586@example.com,2759.42
User_587,user587@example.com,2140.96
User_588,user588@example.com,784.59
User_589,user589@example.com,585.24
User_590,user590@example.com,1105.56
User_591,user591@example.com,766.55
User_592,user592@example.com,2294.57
User_593,user593@example.com,2721.62
User_594,user594@example.com,2911.51
User_595,user595@example.com,119.02
User_596,user596@example.com,4154.43
User_597,user597@example.com,3014.78
User_598,user598@example.com,4989.77
User_599,user599@example.com,3905.87
User_600,user600@example.com,1022.74
User_601,user601@example.com,3406.29
User_602,user602@example.com,954.82
User_603,user603@example.com,4699.89
User_604,user604@example.com,1109.14
User_605,user605@example.com,3830.42
User_606,user606@example.com,1459.99
User_607,user607@example.com,595.53
User_608,user608@example.com,4858.77
User_609,user609@example.com,4501.88
User_610,user610@example.com,2655.93
User_611,user611@example.com,4456.47
User_612,user612@example.com,3925.17
User_613,user613@example.com,2683.44
User_614,user614@example.com,4382.72
User_615,user615@example.com,2814.91
User_616,user616@example.com,759.62
User_617,user617@example.com,1182.12
User_618,user618@example.com,2502.59
User_619,user619@example.com,1424.29
User_620,user620@example.com,2006.22
User_621,user621@example.com,3356.63
User_622,user622@example.com,2823.33
User_623,user623@example.com,2358.23
User_624,user624@example.com,1143.74
User_625,user625@example.com,3781.26
User_626,user626@example.com,4993.51
User_627,user627@example.com,1183.08
User_628,user628@example.com,3680.09
User_629,user629@example.com,555.52
User_630,user630@example.com,1136.29
User_631,user631@example.com,365.05
User_632,user632@example.com,3849.93
User_633,user633@example.com,1346.06
User_634,user634@example.com,2626.81
User_635,user635@example.com,4985.18
User_636,user636@example.com,4891.3
User_637,user637@example.com,1085.57
User_638,user638@example.com,342.05
User_639,user639@example.com,3817.04
User_640,user640@example.com,1075.14
User_641,user641@example.com,2962.49
User_642,user642@example.com,3275.91
User_643,user643@example.com,310.91
User_644,user644@example.com,2865.98
User_645,user645@example.com,4343.91
User_646,user646@example.com,4507.87
User_647,user647@example.com,2745.46
User_648,user648@example.com,1331.06
User_649,user649@example.com,3854.04
User_650,user650@example.com,3431.24
User_651,user651@example.com,4797.34
User_652,user652@example.com,4594.92
User_653,user653@example.com,3853.17
User_654,user654@example.com,2960.4
User_655,user655@example.com,3561.34
User_656,user656@example.com,4538.33
User_657,user657@example.com,2259.6
User_658,user658@example.com,3710.67
User_659,user659@example.com,887.96
User_660,user660@example.com,4245.39
User_661,user661@example.com,3777.55
User_662,user662@example.com,3811.25
User_663,user663@example.com,1204.55
User_664,user664@example.com,3697.15
User_665,user665@example.com,2077.88
User_666,user666@example.com,787.39
User_667,user667@example.com,4809.03
User_668,user668@example.com,4289.67
User_669,user669@example.com,3518.75
User_670,user670@example.com,4290.24
User_671,user671@example.com,1159.2
User_672,user672@example.com,2319.29
User_673,user673@example.com,2493.42
User_674,user674@example.com,4979.62
User_675,user675@example.com,4340.33
User_676,user676@example.com,2599.88
User_677,user677@example.com,1057.25
User_678,user678@example.com,1650.22
User_679,user679@example.com,1607.8
User_680,user680@example.com,2894.32
User_681,user681@example.com,2835.09
User_682,user682@example.com,4259.87
User_683,user683@example.com,2287.03
User_684,user684@example.com,3985.53
User_685,user685@example.com,395.48
User_686,user686@example.com,2767.4
User_687,user687@example.com,1348.39
User_688,user688@example.com,140.06
User_689,user689@example.com,1059.3
User_690,user690@example.com,342.24
User_691,user691@example.com,636.25
User_692,user692@example.com,2743.52
User_693,user693@example.com,1623.76
User_694,user694@example.com,1130.1
User_695,user695@example.com,2664.32
User_696,user696@example.com,3646.25
User_697,user697@example.com,1040.82
User_698,user698@example.com,762.92
User_699,user699@example.com,2229.99
User_700,user700@example.com,1006.61
User_701,user701@example.com,3480.05
User_702,user702@example.com,1810.85
User_703,user703@example.com,1474.4
User_704,user704@example.com,952.34
User_705,user705@example.com,50.36
User_706,user706@example.com,4582.96
User_707,user707@example.com,4312.54
User_708,user708@example.com,4032.94
User_709,user709@example.com,4514.97
User_710,user710@example.com,3269.43
User_711,user711@example.com,1150.06
User_712,user712@example.com,1330.55
User_713,user713@example.com,2985.76
User_714,user714@example.com,4952.18
User_715,user715@example.com,3357.71
User_716,user716@example.com,2968.73
User_717,user717@example.com,728.78
User_718,user718@example.com,845.51
User_719,user719@example.com,3362.46
User_720,user720@example.com,914.97
User_721,user721@example.com,1330.98
User_722,user722@example.com,2623.87
User_723,user723@example.com,1034.33
User_724,user724@example.com,2807.7
User_725,user725@example.com,1089.84
User_726,user726@example.com,3364.22
User_727,user727@example.com,1576.35
User_728,user728@example.com,2329.27
User_729,user729@example.com,4404.17
User_730,user730@example.com,3037.96
User_731,user731@example.com,1936.24
User_732,user732@example.com,3724.69
User_733,user733@example.com,4377.62
User_734,user734@example.com,2556.34
User_735,user735@example.com,636.25
User_736,user736@example.com,1759.85
User_737,user737@example.com,43.82
User_738,user738@example.com,2555.76
User_739,user739@example.com,3545.2
User_740,user740@example.com,605.19
User_741,user741@example.com,202.57
User_742,user742@example.com,4163.92
User_743,user743@example.com,4532.58
User_744,user744@example.com,443.46
User_745,user745@example.com,3236.96
User_746,user746@example.com,4949.46
User_747,user747@example.com,899.97
User_748,user748@example.com,4977.19
User_749,user749@example.com,1451.01
User_750,user750@example.com,2099.47
User_751,user751@example.com,4205.83
User_752,user752@example.com,1910.47
User_753,user753@example.com,4769.98
User_754,user754@example.com,522.74
User_755,user755@example.com,3475.14
User_756,user756@example.com,3836.28
User_757,user757@example.com,76.27
User_758,user758@example.com,4192.16
User_759,user759@example.com,3545.49
User_760,user760@example.com,4303.97
User_761,user761@example.com,736.31
User_762,user762@example.com,2951.59
User_763,user763@example.com,4412.93
User_764,user764@example.com,3364.96
User_765,user765@example.com,3639.31
User_766,user766@example.com,1822.86
User_767,user767@example.com,2992.93
User_768,user768@example.com,3339.14
User_769,user769@example.com,268.92
User_770,user770@example.com,2055.35
User_771,user771@example.com,168.39
User_772,user772@example.com,3208.41
User_773,user773@example.com,2148.66
User_774,user774@example.com,1389.47
User_775,user775@example.com,765.59
User_776,user776@example.com,774.63
User_777,user777@example.com,880.65
User_778,user778@example.com,4665.2
User_779,user779@example.com,4580.88
User_780,user780@example.com,1953.89
User_781,user781@example.com,2027.04
User_782,user782@example.com,310.8
User_783,user783@example.com,3269.64
User_784,user784@example.com,2919.24
User_785,user785@example.com,2642.83
User_786,user786@example.com,4459.98
User_787,user787@example.com,1284.75
User_788,user788@example.com,2331.07
User_789,user789@example.com,1963.71
User_790,user790@example.com,998.87
User_791,user791@example.com,1981.96
User_792,user792@example.com,3592.36
User_793,user793@example.com,3598.17
User_794,user794@example.com,4405.04
User_795,user795@example.com,2265.89
User_796,user796@example.com,801.41
User_797,user797@example.com,4014.75
User_798,user798@example.com,2854.12
User_799,user799@example.com,4039.34
User_800,user800@example.com,123.65
User_801,user801@example.com,4153.99
User_802,user802@example.com,1893.64
User_803,user803@example.com,3923.32
User_804,user804@example.com,4611.04
User_805,user805@example.com,2342.49
User_806,user806@example.com,1633.16
User_807,user807@example.com,3830.95
User_808,user808@example.com,1735.58
User_809,user809@example.com,4637.72
User_810,user810@example.com,4940.31
User_811,user811@example.com,3280.44
User_812,user812@example.com,1536.46
User_813,user813@example.com,4865.44
User_814,user814@example.com,1714.96
User_815,user815@example.com,394.14
User_816,user816@example.com,1329.64
User_817,user817@example.com,1561.19
User_818,user818@example.com,700.63
User_819,user819@example.com,1428.51
User_820,user820@example.com,2936.67
User_821,user821@example.com,2674.21
User_822,user822@example.com,2831.35
User_823,user823@example.com,1817.62
User_824,user824@example.com,1258.19
User_825,user825@example.com,1783.77
User_826,user826@example.com,3285.38
User_827,user827@example.com,4877.32
User_828,user828@example.com,2361.36
User_829,user829@example.com,4934.54
User_830,user830@example.com,1901.51
User_831,user831@example.com,1801.03
User_832,user832@example.com,1193.51
User_833,user833@example.com,299.05
User_834,user834@example.com,2674.18
User_835,user835@example.com,2645.43
User_836,user836@example.com,4431.21
User_837,user837@example.com,1560.66
User_838,user838@example.com,554.93
User_839,user839@example.com,3892.49
User_840,user840@example.com,910.49
User_841,user841@example.com,4770.57
User_842,user842@example.com,4380.26
User_843,user843@example.com,799.95
User_844,user844@example.com,674.64
User_845,user845@example.com,1110.28
User_846,user846@example.com,3908.36
User_847,user847@example.com,173.6
User_848,user848@example.com,4431.84
User_849,user849@example.com,4918.24
User_850,user850@example.com,4666.32
User_851,user851@example.com,1260.66
User_852,user852@example.com,3470.3
User_853,user853@example.com,3499.61
User_854,user854@example.com,601.03
User_855,user855@example.com,922.05
User_856,user856@example.com,4181.86
User_857,user857@example.com,1029.75
User_858,user858@example.com,871.19
User_859,user859@example.com,672.63
User_860,user860@example.com,3736.44
User_861,user861@example.com,4025.03
User_862,user862@example.com,1018.98
User_863,user863@example.com,3466.92
User_864,user864@example.com,834.21
User_865,user865@example.com,3217.9
User_866,user866@example.com,2285.88
User_867,user867@example.com,4682.97
User_868,user868@example.com,1908.11
User_869,user869@example.com,2785.4
User_870,user870@example.com,3661.54
User_871,user871@example.com,3301.59
User_872,user872@example.com,4302.44
User_873,user873@example.com,4094.79
User_874,user874@example.com,4236.47
User_875,user875@example.com,3782.23
User_876,user876@example.com,1060.94
User_877,user877@example.com,437.53
User_878,user878@example.com,777.23
User_879,user879@example.com,880.38
User_880,user880@example.com,3534.88
User_881,user881@example.com,558.08
User_882,user882@example.com,236.46
